PING 43.132.251.85 (43.132.251.85) 56(84) bytes of data.
64 bytes from 43.132.251.85: icmp_seq=42293 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42294 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42296 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42298 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42299 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42300 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42301 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42302 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42303 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42305 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42306 ttl=48 time=41.4 ms
64 bytes from 43.132.251.85: icmp_seq=42308 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=42309 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42310 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=42311 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42312 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42313 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42314 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42315 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42316 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42317 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42318 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42319 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42320 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42322 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42324 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42326 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42327 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42328 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42329 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42330 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42331 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42332 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42333 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42334 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42336 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42337 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42338 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42339 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42340 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42341 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42342 ttl=48 time=41.4 ms
64 bytes from 43.132.251.85: icmp_seq=42343 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42344 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42345 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42346 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42347 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42348 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42349 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42350 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42353 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42356 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42357 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42358 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42359 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42363 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42365 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42366 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42367 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42368 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42371 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42372 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42373 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42374 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42375 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42376 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42377 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42378 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42380 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=42381 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42383 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42384 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42385 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42386 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42387 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42388 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42391 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42393 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=42394 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42395 ttl=48 time=45.2 ms
64 bytes from 43.132.251.85: icmp_seq=42397 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42399 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42401 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42402 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42403 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42404 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42405 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42406 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42408 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42409 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42412 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42413 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42415 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42416 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42417 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42419 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42420 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42421 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42422 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42424 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42425 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42426 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42429 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42430 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42431 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42432 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42433 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42437 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42438 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42439 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42441 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42443 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42445 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42446 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42448 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42449 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42450 ttl=48 time=41.5 ms
64 bytes from 43.132.251.85: icmp_seq=42453 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42454 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=42455 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42456 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42457 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42458 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42459 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42460 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42462 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42466 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42467 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42468 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42469 ttl=48 time=42.2 ms
64 bytes from 43.132.251.85: icmp_seq=42470 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42471 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42472 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42474 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42475 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42477 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42478 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42479 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42480 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42481 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42482 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42483 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42484 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42485 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42486 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42489 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42491 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42492 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42493 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42494 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42495 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42496 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42498 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42499 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42500 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42501 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42505 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42506 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42507 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42508 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42509 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42510 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42511 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42512 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42513 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42515 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42517 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42518 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42519 ttl=48 time=41.4 ms
64 bytes from 43.132.251.85: icmp_seq=42520 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42521 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42523 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42525 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42526 ttl=48 time=42.5 ms
64 bytes from 43.132.251.85: icmp_seq=42527 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42528 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=42529 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42530 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42531 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42532 ttl=48 time=55.5 ms
64 bytes from 43.132.251.85: icmp_seq=42534 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42535 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42536 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42538 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42539 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42540 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42541 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42542 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42544 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42545 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42546 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42548 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42549 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42550 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42551 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42552 ttl=48 time=42.2 ms
64 bytes from 43.132.251.85: icmp_seq=42553 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42555 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42556 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42557 ttl=48 time=48.6 ms
64 bytes from 43.132.251.85: icmp_seq=42558 ttl=48 time=41.8 ms
64 bytes from 43.132.251.85: icmp_seq=42562 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42563 ttl=48 time=41.8 ms
64 bytes from 43.132.251.85: icmp_seq=42564 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=42565 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42566 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42568 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42570 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42571 ttl=48 time=43.4 ms
64 bytes from 43.132.251.85: icmp_seq=42572 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42573 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42574 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42575 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42576 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42577 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42578 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42579 ttl=48 time=42.0 ms
64 bytes from 43.132.251.85: icmp_seq=42582 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42584 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42585 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42586 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42588 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42589 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42592 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42594 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42595 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42596 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42597 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42598 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42599 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=42601 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42602 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42603 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42605 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42606 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42607 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42608 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42609 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42610 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42611 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42612 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42613 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42615 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42616 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42617 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42618 ttl=48 time=43.5 ms
64 bytes from 43.132.251.85: icmp_seq=42619 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42620 ttl=48 time=48.7 ms
64 bytes from 43.132.251.85: icmp_seq=42621 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42622 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42624 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42625 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42628 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42629 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42630 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42631 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42632 ttl=48 time=41.8 ms
64 bytes from 43.132.251.85: icmp_seq=42633 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42634 ttl=48 time=374 ms
64 bytes from 43.132.251.85: icmp_seq=42637 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42638 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42639 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42640 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42641 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42642 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42643 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42644 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42645 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42646 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42647 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=42648 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42649 ttl=48 time=43.0 ms
64 bytes from 43.132.251.85: icmp_seq=42651 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42652 ttl=48 time=42.0 ms
64 bytes from 43.132.251.85: icmp_seq=42653 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42654 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42655 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42657 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=42658 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42659 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42661 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42663 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42665 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42669 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42670 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42671 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42672 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42673 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42675 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42676 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42678 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42679 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42680 ttl=48 time=42.0 ms
64 bytes from 43.132.251.85: icmp_seq=42682 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42683 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42684 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42685 ttl=48 time=42.9 ms
64 bytes from 43.132.251.85: icmp_seq=42686 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42687 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=42689 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42690 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42691 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42693 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42695 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42696 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42698 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42699 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42701 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42702 ttl=48 time=46.0 ms
64 bytes from 43.132.251.85: icmp_seq=42703 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42704 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42705 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42706 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42707 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42708 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42709 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42712 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42713 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42715 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42716 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42717 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42718 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42719 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42720 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42721 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42722 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42723 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42724 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42725 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42726 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42727 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42728 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42729 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42730 ttl=48 time=45.2 ms
64 bytes from 43.132.251.85: icmp_seq=42733 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42734 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42736 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42737 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=42738 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42740 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42743 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=42745 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42746 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42747 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42749 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42750 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42751 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42752 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=42753 ttl=48 time=41.1 ms
